2,2,2,1,1,1,1.19312e-12,-2.06886e-12,0,0,0,0,0
30,0,-15,25.9808,-15,-25.9808,-0.0166667,1.68333,-1.26667,-0.816667,1.28333,-0.866667,0
29.9992,0.0841667,-15.0633,25.9399,-14.9358,-26.0241,-0.0267851,1.68333,-1.26161,-0.82543,1.28839,-0.857904,0.1
29.9978,0.168333,-15.1264,25.8987,-14.8714,-26.067,-0.0369035,1.68331,-1.25652,-0.834179,1.29343,-0.849129,0.2
29.996,0.252499,-15.1892,25.8569,-14.8067,-26.1094,-0.0470218,1.68326,-1.25142,-0.842915,1.29844,-0.840341,0.3
29.9936,0.336662,-15.2518,25.8148,-14.7418,-26.1515,-0.0571403,1.68318,-1.24629,-0.851639,1.30343,-0.83154,0.4
29.9908,0.42082,-15.3141,25.7722,-14.6766,-26.193,-0.0672591,1.68308,-1.24113,-0.860349,1.30839,-0.822727,0.5
29.9874,0.504974,-15.3762,25.7292,-14.6112,-26.2342,-0.0773783,1.68295,-1.23595,-0.869047,1.31333,-0.813901,0.6
29.9835,0.589122,-15.438,25.6858,-14.5456,-26.2749,-0.0874981,1.68279,-1.23075,-0.877731,1.31825,-0.805062,0.7
29.9792,0.673261,-15.4995,25.6419,-14.4797,-26.3151,-0.0976185,1.68261,-1.22552,-0.886403,1.32314,-0.79621,0.8
29.9743,0.757392,-15.5608,25.5975,-14.4135,-26.3549,-0.10774,1.68241,-1.22027,-0.895063,1.32801,-0.787344,0.9
29.9689,0.841512,-15.6218,25.5528,-14.3471,-26.3943,-0.117862,1.68218,-1.215,-0.90371,1.33286,-0.778465,1
29.963,0.925621,-15.6826,25.5076,-14.2804,-26.4332,-0.127985,1.68192,-1.2097,-0.912345,1.33768,-0.769573,1.1
29.9566,1.00972,-15.743,25.462,-14.2136,-26.4717,-0.13811,1.68164,-1.20437,-0.920968,1.34248,-0.760667,1.2
29.9497,1.0938,-15.8033,25.4159,-14.1464,-26.5097,-0.148236,1.68133,-1.19902,-0.929579,1.34726,-0.751748,1.3
29.9423,1.17787,-15.8632,25.3695,-14.0791,-26.5473,-0.158363,1.68099,-1.19365,-0.938177,1.35201,-0.742814,1.4
29.9344,1.26191,-15.9229,25.3226,-14.0115,-26.5845,-0.168492,1.68063,-1.18825,-0.946764,1.35674,-0.733867,1.5
29.9259,1.34595,-15.9823,25.2752,-13.9436,-26.6212,-0.178622,1.68024,-1.18283,-0.955339,1.36145,-0.724906,1.6
29.917,1.42996,-16.0414,25.2274,-13.8756,-26.6574,-0.188755,1.67983,-1.17738,-0.963902,1.36613,-0.71593,1.7
29.9076,1.51395,-16.1003,25.1793,-13.8073,-26.6932,-0.19889,1.67939,-1.17191,-0.972454,1.3708,-0.70694,1.8
29.8976,1.59792,-16.1589,25.1306,-13.7387,-26.7285,-0.209026,1.67893,-1.16641,-0.980994,1.37543,-0.697936,1.9
29.8872,1.68187,-16.2172,25.0816,-13.6699,-26.7634,-0.219165,1.67844,-1.16088,-0.989523,1.38005,-0.688917,2
29.8762,1.76579,-16.2753,25.0321,-13.6009,-26.7979,-0.229307,1.67792,-1.15534,-0.99804,1.38464,-0.679883,2.1
29.8648,1.84968,-16.333,24.9822,-13.5317,-26.8319,-0.239451,1.67738,-1.14976,-1.00655,1.38921,-0.670834,2.2
