0.98722,-0.318466,-0.397443
0.971323,-0.475149,-0.552855
0.949209,-0.628792,-0.704728
0.921019,-0.77841,-0.852091
0.886936,-0.923046,-0.994001
0.847176,-1.06178,-1.12955
0.801994,-1.19371,-1.25787
0.751679,-1.318,-1.37814
0.696554,-1.43386,-1.48959
0.63697,-1.54054,-1.5915
0.57331,-1.63737,-1.68323
0.505981,-1.72371,-1.76419
0.435413,-1.79902,-1.83385
0.362059,-1.86282,-1.89178
0.286388,-1.91469,-1.9376
0.208884,-1.95432,-1.97103
0.130043,-1.98143,-1.99183
0.0503694,-1.99586,-1.99989
-0.0296263,-1.99752,-1.99515
-0.109432,-1.9864,-1.97764
-0.188538,-1.96256,-1.94748
-0.266437,-1.92616,-1.90485
-0.342631,-1.87744,-1.85003
-0.416632,-1.8167,-1.78336
-0.487967,-1.74433,-1.70529
-0.556178,-1.6608,-1.6163
-0.62083,-1.56664,-1.51697
-0.681509,-1.46245,-1.40793
-0.737826,-1.3489,-1.28988
-0.789421,-1.22672,-1.16357
-0.835964,-1.09669,-1.02981
-0.877156,-0.959641,-0.889468
-0.912735,-0.81645,-0.743431
-0.942472,-0.668033,-0.592635
-0.966178,-0.515341,-0.438047
-0.9837,-0.359351,-0.280655
-0.994926,-0.201061,-0.121467
-0.999785,-0.0414839,0.0384989
-0.998245,0.118358,0.198218
-0.990316,0.277443,0.356669
-0.976049,0.434752,0.512836
-0.955536,0.589279,0.665722
-0.928907,0.740035,0.814347
-0.896333,0.886054,0.95776
-0.858022,1.0264,1.09504
-0.814221,1.16018,1.22532
-0.765208,1.28654,1.34775
-0.711298,1.40466,1.46156
-0.652835,1.51379,1.56601
-0.590195,1.61323,1.66045
-0.523777,1.70235,1.74425
-0.454007,1.78057,1.81689
-0.381331,1.8474,1.8779
-0.306215,1.9024,1.9269
-0.229139,1.94523,1.96356
-0.150597,1.97561,1.98766
-0.0710907,1.99334,1.99903
0.00887048,1.99832,1.99761
0.0887749,1.99051,1.98341
0.168111,1.96996,1.95651
0.246372,1.9368,1.91709
0.323055,1.89125,1.8654
0.397671,1.83359,1.80177
0.469742,1.76419,1.72661
0.538807,1.68351,1.64041
0.604423,1.59205,1.5437
