1.2,1,0.1,10,1,1,0,0,0,0,0,0,0
30,0,-15,25.9808,-15,-25.9808,0.025,-0.025,-0.0275,0.0025,0.0025,0.0275,0
30.0025,-0.0025,-15.0274,25.9782,-14.9974,-25.9532,0.024747,-0.025,-0.0273482,0.00242698,0.00262648,0.0275876,0.1
30.0049,-0.005,-15.0547,25.9756,-14.9947,-25.9256,0.0244941,-0.0250001,-0.0271965,0.00235405,0.00275306,0.0276753,0.2
30.0074,-0.00750002,-15.0819,25.9729,-14.9919,-25.8979,0.0242411,-0.0250003,-0.0270449,0.00228121,0.00287975,0.0277629,0.3
30.0098,-0.0100001,-15.109,25.9701,-14.989,-25.8701,0.0239881,-0.0250005,-0.0268934,0.00220846,0.00300654,0.0278505,0.4
30.0122,-0.0125001,-15.1359,25.9672,-14.9859,-25.8422,0.0237351,-0.0250009,-0.0267419,0.00213581,0.00313343,0.0279381,0.5
30.0145,-0.0150002,-15.1627,25.9642,-14.9827,-25.8142,0.0234821,-0.0250013,-0.0265905,0.00206324,0.00326042,0.0280257,0.6
30.0169,-0.0175004,-15.1894,25.9611,-14.9794,-25.7861,0.0232291,-0.0250018,-0.0264392,0.00199076,0.00338753,0.0281133,0.7
30.0192,-0.0200006,-15.216,25.958,-14.9759,-25.758,0.0229761,-0.0250025,-0.0262879,0.00191838,0.00351474,0.0282009,0.8
30.0215,-0.0225009,-15.2424,25.9547,-14.9724,-25.7297,0.022723,-0.0250032,-0.0261368,0.00184608,0.00364205,0.0282886,0.9
30.0237,-0.0250012,-15.2687,25.9514,-14.9687,-25.7014,0.0224699,-0.0250039,-0.0259857,0.00177386,0.00376948,0.0283762,1
30.026,-0.0275017,-15.2949,25.948,-14.9648,-25.673,0.0222168,-0.0250048,-0.0258346,0.00170174,0.00389702,0.0284638,1.1
30.0282,-0.0300022,-15.3209,25.9445,-14.9609,-25.6445,0.0219637,-0.0250058,-0.0256837,0.0016297,0.00402466,0.0285514,1.2
30.0304,-0.0325028,-15.3468,25.9409,-14.9568,-25.6159,0.0217106,-0.0250068,-0.0255328,0.00155775,0.00415242,0.028639,1.3
30.0325,-0.0350036,-15.3726,25.9372,-14.9526,-25.5872,0.0214574,-0.0250079,-0.0253819,0.00148588,0.00428029,0.0287266,1.4
30.0347,-0.0375044,-15.3983,25.9334,-14.9482,-25.5584,0.0212042,-0.0250091,-0.0252312,0.00141409,0.00440827,0.0288142,1.5
30.0368,-0.0400054,-15.4239,25.9296,-14.9437,-25.5295,0.020951,-0.0250104,-0.0250805,0.00134239,0.00453636,0.0289018,1.6
30.0388,-0.0425065,-15.4493,25.9257,-14.9391,-25.5006,0.0206977,-0.0250118,-0.0249298,0.00127077,0.00466457,0.0289895,1.7
30.0409,-0.0450078,-15.4746,25.9216,-14.9344,-25.4716,0.0204444,-0.0250133,-0.0247792,0.00119923,0.0047929,0.0290771,1.8
30.0429,-0.0475092,-15.4998,25.9175,-14.9296,-25.4424,0.0201911,-0.0250148,-0.0246287,0.00112777,0.00492134,0.0291647,1.9
30.0449,-0.0500107,-15.5248,25.9133,-14.9246,-25.4132,0.0199377,-0.0250164,-0.0244783,0.0010564,0.0050499,0.0292524,2
30.0469,-0.0525125,-15.5497,25.9091,-14.9195,-25.3839,0.0196843,-0.0250181,-0.0243279,0.0009851,0.00517858,0.02934,2.1
30.0489,-0.0550144,-15.5745,25.9047,-14.9142,-25.3546,0.0194309,-0.0250199,-0.0241775,0.000913882,0.00530738,0.0294276,2.2
30.0508,-0.0575164,-15.5992,25.9003,-14.9088,-25.3251,0.0191774,-0.0250218,-0.0240272,0.000842743,0.00543629,0.0295153,2.3
30.0527,-0.0600187,-15.6238,25.8957,-14.9033,-25.2955,0.0189238,-0.0250237,-0.023877,0.000771682,0.00556533,0.029603,2.4
30.0546,-0.0625212,-15.6482,25.8911,-14.8977,-25.2659,0.0186702,-0.0250258,-0.0237268,0.000700697,0.00569449,0.0296906,2.5
30.0564,-0.0650239,-15.6725,25.8864,-14.892,-25.2361,0.0184166,-0.0250279,-0.0235767,0.00062979,0.00582378,0.0297783,2.6
30.0583,-0.0675268,-15.6967,25.8816,-14.8861,-25.2063,0.0181629,-0.0250301,-0.0234266,0.000558958,0.00595319,0.029866,2.7
30.0601,-0.0700299,-15.7207,25.8767,-14.88,-25.1764,0.0179092,-0.0250324,-0.0232766,0.000488201,0.00608272,0.0299537,2.8
30.0619,-0.0725333,-15.7447,25.8718,-14.8739,-25.1464,0.0176554,-0.0250347,-0.0231266,0.000417519,0.00621238,0.0300414,2.9
30.0636,-0.0750369,-15.7685,25.8667,-14.8676,-25.1163,0.0174015,-0.0250372,-0.0229767,0.000346911,0.00634217,0.0301291,3
30.0653,-0.0775407,-15.7921,25.8616,-14.8612,-25.0862,0.0171476,-0.0250397,-0.0228268,0.000276376,0.00647208,0.0302168,3.1
30.067,-0.0800448,-15.8157,25.8563,-14.8547,-25.0559,0.0168936,-0.0250423,-0.022677,0.000205914,0.00660212,0.0303045,3.2
30.0687,-0.0825492,-15.8391,25.851,-14.848,-25.0256,0.0166396,-0.025045,-0.0225272,0.000135523,0.00673229,0.0303922,3.3
30.0704,-0.0850538,-15.8625,25.8457,-14.8412,-24.9951,0.0163855,-0.0250477,-0.0223774,6.52043e-05,0.0068626,0.03048,3.4
30.072,-0.0875587,-15.8856,25.8402,-14.8343,-24.9646,0.0161313,-0.0250506,-0.0222277,-5.04398e-06,0.00699303,0.0305678,3.5
30.0736,-0.0900639,-15.9087,25.8346,-14.8272,-24.934,0.0158771,-0.0250535,-0.0220781,-7.52222e-05,0.0071236,0.0306555,3.6
30.0752,-0.0925694,-15.9316,25.829,-14.82,-24.9033,0.0156228,-0.0250565,-0.0219284,-0.000145331,0.0072543,0.0307433,3.7
30.0767,-0.0950752,-15.9545,25.8232,-14.8127,-24.8725,0.0153684,-0.0250596,-0.0217789,-0.000215371,0.00738514,0.0308311,3.8
30.0782,-0.0975813,-15.9771,25.8174,-14.8053,-24.8416,0.015114,-0.0250627,-0.0216293,-0.000285343,0.00751611,0.0309189,3.9
30.0797,-0.100088,-15.9997,25.8115,-14.7977,-24.8107,0.0148595,-0.025066,-0.0214798,-0.000355247,0.00764722,0.0310068,4
30.0812,-0.102595,-16.0222,25.8055,-14.79,-24.7796,0.0146049,-0.0250693,-0.0213303,-0.000425084,0.00777846,0.0310946,4.1
30.0827,-0.105102,-16.0445,25.7995,-14.7821,-24.7485,0.0143502,-0.0250727,-0.0211809,-0.000494855,0.00790985,0.0311825,4.2
30.0841,-0.107609,-16.0667,25.7933,-14.7742,-24.7172,0.0140954,-0.0250761,-0.0210315,-0.00056456,0.00804137,0.0312703,4.3
30.0855,-0.110117,-16.0888,25.7871,-14.766,-24.6859,0.0138406,-0.0250797,-0.0208821,-0.0006342,0.00817304,0.0313582,4.4
30.0869,-0.112625,-16.1107,25.7808,-14.7578,-24.6545,0.0135857,-0.0250833,-0.0207328,-0.000703775,0.00830484,0.0314461,4.5
